country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,76,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,66,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,77,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,69.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,65.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,66,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,70,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,63,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,73,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,68.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Egypt,EG,EGY,818,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,64.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,80.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,60.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,79,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,60.9,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,62,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,67,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,79.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
El Salvador,SV,SLV,222,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,60.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Equatorial Guinea,GQ,GNQ,226,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,50,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Equatorial Guinea,GQ,GNQ,226,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,57.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Equatorial Guinea,GQ,GNQ,226,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,54.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2002,43,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,43.3,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2002,44,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,46.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2002,44,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Eritrea,ER,ERI,232,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,44.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,62,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,76.9,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,58,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,57.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,58,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,70.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,57.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,61.8,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,60,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2007,73.4,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,57.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Swaziland,SZ,SWZ,748,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,59.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,14,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,19,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,28.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,27.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,17,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,19,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,25.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,32.1,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,16,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,19,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,27,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ethiopia,ET,ETH,231,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,29.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,44,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,62.4,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,74,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,51,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,72.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,59.9,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2001,48,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,67.7,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gabon,GA,GAB,266,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2021,67.1,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,79,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,71,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,67.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,62.5,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,52.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,58.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,71,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,67,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,69.8,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,72,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,53.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,67.3,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,75,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,69,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,68.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2013,68,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,53.2,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Gambia,GM,GMB,270,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2020,63.8,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Georgia,GE,GEO,268,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,70.8,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Georgia,GE,GEO,268,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,76.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Georgia,GE,GEO,268,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,73.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,44,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,33,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,52,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,33.9,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,58.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,54.3,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2022,38.4,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,44,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,34,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,50,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,48.8,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,53.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,56.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2022,47.1,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,44,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,34,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2008,51,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2011,41.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,55.9,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,55.5,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Ghana,GH,GHA,288,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2022,43.2,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guatemala,GT,GTM,320,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,53.6,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guatemala,GT,GTM,320,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,50.4,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guatemala,GT,GTM,320,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2002,64,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guatemala,GT,GTM,320,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2015,52,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,34,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,42,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,37.3,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,31,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,73.9,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,32,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,42,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,37.3,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,28.2,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,65.5,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2003,33,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2005,42,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2012,37.3,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2016,29.6,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea,GN,GIN,324,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2018,69.4,Total,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,65,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,61,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,51.7,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2014,31.2,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2019,44.9,Female,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2000,64,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2006,52,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
Guinea-Bissau,GW,GNB,624,Careseeking for ARI - percentage of children (under age 5) with acute respiratory infection symptoms whom advice or treatment was sought from a health facility or provider,2010,52.6,Male,Units,%,Reported,Free,End of fieldwork,Under 5 years old
